RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
5773,7/9/2020,Infused (non-edible),Each,6921.52,237,6921.52,0,0,237,04/08/2024
5773,7/9/2020,Infused Pre-Rolls,Grams,3702.52,0,0,171.25,3702.52,171.25,04/08/2024
5773,7/9/2020,Concentrate (Each),Each,83168.14,1964,83168.14,0,0,1964,04/08/2024
5773,7/9/2020,Kief,Grams,758.2,0,0,36.07,758.2,36.07,04/08/2024
5784,7/10/2020,Shake/Trim,Grams,159.47,0,0,20,159.47,20,04/08/2024
5784,7/10/2020,Concentrate (Each),Each,113246.99,2822,113246.99,0,0,2822,04/08/2024
5784,7/10/2020,Infused Pre-Rolls,Grams,4519.55,0,0,206.5,4519.55,206.5,04/08/2024
5784,7/10/2020,Buds,Grams,522426.18,0,0,48899.2,522426.18,48899.2,04/08/2024
5784,7/10/2020,Raw Pre-Rolls,Grams,94352.75,0,0,7857.14,94352.75,7857.14,04/08/2024
5784,7/10/2020,Shake/Trim (by strain),Grams,3760.81,0,0,594,3760.81,594,04/08/2024
5784,7/10/2020,Infused (non-edible),Each,11013.59,383,11013.59,0,0,383,04/08/2024
5784,7/10/2020,Vape Product,Each,185072.23,4101,185072.23,0,0,4101,04/08/2024
5784,7/10/2020,Concentrate,Grams,22212.28,0,0,453,22212.28,453,04/08/2024
5784,7/10/2020,Kief,Grams,1035.08,0,0,46,1035.08,46,04/08/2024
5784,7/10/2020,Infused (edible),Each,150973.12,4805,150973.12,0,0,4805,04/08/2024
5795,7/11/2020,Concentrate,Grams,14497.37,0,0,283,14497.37,283,04/08/2024
5795,7/11/2020,Concentrate (Each),Each,83862.06,2019,83862.06,0,0,2019,04/08/2024
5795,7/11/2020,Shake/Trim (by strain),Grams,2556.03,0,0,261,2556.03,261,04/08/2024
5795,7/11/2020,Infused Pre-Rolls,Grams,6410.47,0,0,297.5,6410.47,297.5,04/08/2024
5795,7/11/2020,Vape Product,Each,147789.25,3216,147789.25,0,0,3216,04/08/2024
5795,7/11/2020,Kief,Grams,844.07,0,0,36,844.07,36,04/08/2024
5795,7/11/2020,Raw Pre-Rolls,Grams,84171.27,0,0,7538.79,84171.27,7538.79,04/08/2024
5795,7/11/2020,Buds,Grams,440931.07,0,0,42096.45,440931.07,42096.45,04/08/2024
5795,7/11/2020,Shake/Trim,Grams,36.4,0,0,4,36.4,4,04/08/2024
5795,7/11/2020,Infused (non-edible),Each,8812.09,316,8812.09,0,0,316,04/08/2024
5795,7/11/2020,Infused (edible),Each,133432.6,4501,133432.6,0,0,4501,04/08/2024
5806,7/12/2020,Kief,Grams,915.63,0,0,38,915.63,38,04/08/2024
5806,7/12/2020,Vape Product,Each,102581.04,2184,102581.04,0,0,2184,04/08/2024
5806,7/12/2020,Shake/Trim,Grams,16.8,0,0,2,16.8,2,04/08/2024
5806,7/12/2020,Infused (edible),Each,76824.61,2705,76824.61,0,0,2705,04/08/2024
5806,7/12/2020,Raw Pre-Rolls,Grams,50358.37,0,0,4321.38,50358.37,4321.38,04/08/2024
5806,7/12/2020,Shake/Trim (by strain),Grams,2333.83,0,0,207,2333.83,207,04/08/2024
5806,7/12/2020,Infused Pre-Rolls,Grams,4110.61,0,0,183,4110.61,183,04/08/2024
5806,7/12/2020,Concentrate,Grams,8152.72,0,0,160,8152.72,160,04/08/2024
5806,7/12/2020,Buds,Grams,300519.05,0,0,27938.78,300519.05,27938.78,04/08/2024
5806,7/12/2020,Concentrate (Each),Each,49327.4,1164,49327.4,0,0,1164,04/08/2024
5806,7/12/2020,Infused (non-edible),Each,5267.11,192,5267.11,0,0,192,04/08/2024
5817,7/13/2020,Concentrate (Each),Each,55959.66,1259,55959.66,0,0,1259,04/08/2024
5817,7/13/2020,Vape Product,Each,104663.3,2116,104663.3,0,0,2116,04/08/2024
5817,7/13/2020,Infused (edible),Each,97220.13,3050,97220.13,0,0,3050,04/08/2024
5817,7/13/2020,Concentrate,Grams,9468.71,0,0,182.5,9468.71,182.5,04/08/2024
5817,7/13/2020,Shake/Trim (by strain),Grams,2224.57,0,0,178,2224.57,178,04/08/2024
5817,7/13/2020,Infused Pre-Rolls,Grams,2944.74,0,0,134.25,2944.74,134.25,04/08/2024
5817,7/13/2020,Raw Pre-Rolls,Grams,61389.34,0,0,5153.2,61389.34,5153.2,04/08/2024
5817,7/13/2020,Infused (non-edible),Each,7222.52,256,7222.52,0,0,256,04/08/2024
5817,7/13/2020,Shake/Trim,Grams,15.86,0,0,2,15.86,2,04/08/2024
5817,7/13/2020,Kief,Grams,554.81,0,0,28,554.81,28,04/08/2024
5817,7/13/2020,Buds,Grams,355082.41,0,0,32513.31,355082.41,32513.31,04/08/2024
5828,7/14/2020,Shake/Trim,Grams,30.91,0,0,4,30.91,4,04/08/2024
5828,7/14/2020,Raw Pre-Rolls,Grams,72045.36,0,0,6103.82,72045.36,6103.82,04/08/2024
5828,7/14/2020,Vape Product,Each,122609.89,2491,122609.89,0,0,2491,04/08/2024
5828,7/14/2020,Shake/Trim (by strain),Grams,2001.43,0,0,185,2001.43,185,04/08/2024
5828,7/14/2020,Kief,Grams,753.26,0,0,33,753.26,33,04/08/2024
5828,7/14/2020,Buds,Grams,392763.11,0,0,36375.51,392763.11,36375.51,04/08/2024
5828,7/14/2020,Infused (edible),Each,124948.66,4112,124948.66,0,0,4112,04/08/2024
5828,7/14/2020,Concentrate,Grams,9428.82,0,0,181.5,9428.82,181.5,04/08/2024
5828,7/14/2020,Infused (non-edible),Each,8304.61,333,8304.61,0,0,333,04/08/2024
5828,7/14/2020,Concentrate (Each),Each,75452.69,1814,75452.69,0,0,1814,04/08/2024
5828,7/14/2020,Infused Pre-Rolls,Grams,3757.42,0,0,165.5,3757.42,165.5,04/08/2024
5839,7/15/2020,Infused (edible),Each,113211.55,3708,113211.55,0,0,3708,04/08/2024
5839,7/15/2020,Infused (non-edible),Each,8574.69,295,8574.69,0,0,295,04/08/2024
5839,7/15/2020,Concentrate,Grams,10625.83,0,0,210.5,10625.83,210.5,04/08/2024
5839,7/15/2020,Shake/Trim,Grams,6,0,0,1,6,1,04/08/2024
5839,7/15/2020,Raw Pre-Rolls,Grams,85681.26,0,0,7444.77,85681.26,7444.77,04/08/2024
5839,7/15/2020,Concentrate (Each),Each,73349.48,1768,73349.48,0,0,1768,04/08/2024
5839,7/15/2020,Infused Pre-Rolls,Grams,3945.5,0,0,172.5,3945.5,172.5,04/08/2024
5839,7/15/2020,Shake/Trim (by strain),Grams,3667.98,0,0,544,3667.98,544,04/08/2024
5839,7/15/2020,Kief,Grams,889.87,0,0,41,889.87,41,04/08/2024
5839,7/15/2020,Vape Product,Each,122034.99,2434,122034.99,0,0,2434,04/08/2024
5839,7/15/2020,Buds,Grams,404303.75,0,0,37231.27,404303.75,37231.27,04/08/2024
5850,7/16/2020,Shake/Trim,Grams,602.84,0,0,21,602.84,21,04/08/2024
5850,7/16/2020,Infused (non-edible),Each,7582.31,274,7582.31,0,0,274,04/08/2024
5850,7/16/2020,Concentrate,Grams,11989.67,0,0,234.5,11989.67,234.5,04/08/2024
5850,7/16/2020,Infused Pre-Rolls,Grams,5631.01,0,0,263,5631.01,263,04/08/2024
5850,7/16/2020,Kief,Grams,929.78,0,0,50,929.78,50,04/08/2024
5850,7/16/2020,Buds,Grams,440849.86,0,0,40762.99,440849.86,40762.99,04/08/2024
5850,7/16/2020,Raw Pre-Rolls,Grams,87293.87,0,0,7470.53,87293.87,7470.53,04/08/2024
5850,7/16/2020,Vape Product,Each,138582.91,2686,138582.91,0,0,2686,04/08/2024
5850,7/16/2020,Concentrate (Each),Each,65543.15,1525,65543.15,0,0,1525,04/08/2024
5850,7/16/2020,Infused (edible),Each,138683.57,4362,138683.57,0,0,4362,04/08/2024
5850,7/16/2020,Shake/Trim (by strain),Grams,3743.61,0,0,555,3743.61,555,04/08/2024
5861,7/17/2020,Concentrate (Each),Each,79201.9,1823,79201.9,0,0,1823,04/08/2024
5861,7/17/2020,Buds,Grams,542639.52,0,0,50352.79,542639.52,50352.79,04/08/2024
5861,7/17/2020,Infused Pre-Rolls,Grams,3979.13,0,0,180.5,3979.13,180.5,04/08/2024
5861,7/17/2020,Raw Pre-Rolls,Grams,100714.92,0,0,8535.98,100714.92,8535.98,04/08/2024
5861,7/17/2020,Infused (non-edible),Each,8684.41,301,8684.41,0,0,301,04/08/2024
5861,7/17/2020,Kief,Grams,840.36,0,0,38,840.36,38,04/08/2024
5861,7/17/2020,Concentrate,Grams,15700.67,0,0,320,15700.67,320,04/08/2024
5861,7/17/2020,Shake/Trim (by strain),Grams,2932,0,0,282,2932,282,04/08/2024
5861,7/17/2020,Vape Product,Each,144570.57,2871,144570.57,0,0,2871,04/08/2024
5861,7/17/2020,Shake/Trim,Grams,6,0,0,1,6,1,04/08/2024
5861,7/17/2020,Infused (edible),Each,145928.02,4814,145928.02,0,0,4814,04/08/2024
5872,7/18/2020,Vape Product,Each,117366.81,2334,117366.81,0,0,2334,04/08/2024
5872,7/18/2020,Shake/Trim (by strain),Grams,1488.02,0,0,129,1488.02,129,04/08/2024
5872,7/18/2020,Buds,Grams,398572.9,0,0,36934.09,398572.9,36934.09,04/08/2024
5872,7/18/2020,Concentrate,Grams,13500.62,0,0,257.5,13500.62,257.5,04/08/2024
5872,7/18/2020,Infused (non-edible),Each,7522.11,265,7522.11,0,0,265,04/08/2024
5872,7/18/2020,Raw Pre-Rolls,Grams,84789.45,0,0,7408.01,84789.45,7408.01,04/08/2024
5872,7/18/2020,Concentrate (Each),Each,68650.65,1527,68650.65,0,0,1527,04/08/2024
5872,7/18/2020,Shake/Trim,Grams,208.89,0,0,41,208.89,41,04/08/2024
5872,7/18/2020,Infused (edible),Each,124265.85,4121,124265.85,0,0,4121,04/08/2024
5872,7/18/2020,Kief,Grams,1023.83,0,0,43,1023.83,43,04/08/2024
5872,7/18/2020,Infused Pre-Rolls,Grams,3440.08,0,0,147.75,3440.08,147.75,04/08/2024
5883,7/19/2020,Infused (edible),Each,67866.61,2314,67866.61,0,0,2314,04/08/2024
5883,7/19/2020,Buds,Grams,303551.96,0,0,28500,303551.96,28500,04/08/2024
5883,7/19/2020,Infused Pre-Rolls,Grams,3216.32,0,0,145.5,3216.32,145.5,04/08/2024
5883,7/19/2020,Shake/Trim,Grams,95.84,0,0,20,95.84,20,04/08/2024
5883,7/19/2020,Kief,Grams,626.07,0,0,28,626.07,28,04/08/2024
5883,7/19/2020,Raw Pre-Rolls,Grams,56154.46,0,0,4987.1,56154.46,4987.1,04/08/2024
5883,7/19/2020,Shake/Trim (by strain),Grams,1275.7,0,0,121,1275.7,121,04/08/2024
5883,7/19/2020,Infused (non-edible),Each,4578.26,157,4578.26,0,0,157,04/08/2024
5883,7/19/2020,Concentrate (Each),Each,44369.44,1059,44369.44,0,0,1059,04/08/2024
5883,7/19/2020,Concentrate,Grams,8324.91,0,0,170.5,8324.91,170.5,04/08/2024
5883,7/19/2020,Vape Product,Each,80624.02,1615,80624.02,0,0,1615,04/08/2024
5894,7/20/2020,Infused (non-edible),Each,6624.68,247,6624.68,0,0,247,04/08/2024
5894,7/20/2020,Vape Product,Each,101136.95,2042,101136.95,0,0,2042,04/08/2024
5894,7/20/2020,Concentrate,Grams,10247.1,0,0,203.5,10247.1,203.5,04/08/2024
5894,7/20/2020,Concentrate (Each),Each,54781.18,1251,54781.18,0,0,1251,04/08/2024
5894,7/20/2020,Infused (edible),Each,96581.35,3191,96581.35,0,0,3191,04/08/2024
5894,7/20/2020,Kief,Grams,897.43,0,0,41,897.43,41,04/08/2024
5894,7/20/2020,Raw Pre-Rolls,Grams,59878.38,0,0,5109.97,59878.38,5109.97,04/08/2024
5894,7/20/2020,Shake/Trim,Grams,178.66,0,0,25,178.66,25,04/08/2024
5894,7/20/2020,Infused Pre-Rolls,Grams,1909.64,0,0,83.25,1909.64,83.25,04/08/2024
5894,7/20/2020,Buds,Grams,327460.21,0,0,30485.28,327460.21,30485.28,04/08/2024
5894,7/20/2020,Shake/Trim (by strain),Grams,956.89,0,0,91,956.89,91,04/08/2024
5905,7/21/2020,Concentrate (Each),Each,65947.68,1494,65947.68,0,0,1494,04/08/2024
5905,7/21/2020,Infused (edible),Each,116857.79,3693,116857.79,0,0,3693,04/08/2024
5905,7/21/2020,Shake/Trim,Grams,173.57,0,0,22,173.57,22,04/08/2024
5905,7/21/2020,Buds,Grams,371856.14,0,0,34252.01,371856.14,34252.01,04/08/2024
5905,7/21/2020,Raw Pre-Rolls,Grams,79268.28,0,0,6741.38,79268.28,6741.38,04/08/2024
5905,7/21/2020,Infused (non-edible),Each,8067.66,248,8067.66,0,0,248,04/08/2024
5905,7/21/2020,Concentrate,Grams,11691.37,0,0,228,11691.37,228,04/08/2024
5905,7/21/2020,Shake/Trim (by strain),Grams,1401.27,0,0,130,1401.27,130,04/08/2024
5905,7/21/2020,Kief,Grams,823.42,0,0,35,823.42,35,04/08/2024
5905,7/21/2020,Vape Product,Each,126368.96,2594,126368.96,0,0,2594,04/08/2024
5905,7/21/2020,Infused Pre-Rolls,Grams,3040.13,0,0,138,3040.13,138,04/08/2024
5916,7/22/2020,Concentrate,Grams,12466.3,0,0,236.5,12466.3,236.5,04/08/2024
5916,7/22/2020,Infused (edible),Each,114169.31,3652,114169.31,0,0,3652,04/08/2024
5916,7/22/2020,Raw Pre-Rolls,Grams,87505.34,0,0,7662.3,87505.34,7662.3,04/08/2024
5916,7/22/2020,Shake/Trim,Grams,118.58,0,0,16,118.58,16,04/08/2024
5916,7/22/2020,Infused Pre-Rolls,Grams,3397.8,0,0,158.25,3397.8,158.25,04/08/2024
5916,7/22/2020,Shake/Trim (by strain),Grams,1633.13,0,0,152,1633.13,152,04/08/2024
5916,7/22/2020,Vape Product,Each,121428.71,2472,121428.71,0,0,2472,04/08/2024
5916,7/22/2020,Infused (non-edible),Each,7977.86,297,7977.86,0,0,297,04/08/2024
5916,7/22/2020,Buds,Grams,401342.23,0,0,36813.06,401342.23,36813.06,04/08/2024
5916,7/22/2020,Kief,Grams,1147.8,0,0,51,1147.8,51,04/08/2024
5916,7/22/2020,Concentrate (Each),Each,76557.42,1779,76557.42,0,0,1779,04/08/2024
5927,7/23/2020,Concentrate,Grams,14656.23,0,0,277.5,14656.23,277.5,04/08/2024
5927,7/23/2020,Raw Pre-Rolls,Grams,81350.11,0,0,6788.98,81350.11,6788.98,04/08/2024
5927,7/23/2020,Kief,Grams,1067.39,0,0,46,1067.39,46,04/08/2024
5927,7/23/2020,Shake/Trim,Grams,165.97,0,0,10,165.97,10,04/08/2024
5927,7/23/2020,Shake/Trim (by strain),Grams,1415.54,0,0,138,1415.54,138,04/08/2024
5927,7/23/2020,Buds,Grams,423997.7,0,0,38796.4,423997.7,38796.4,04/08/2024
5927,7/23/2020,Infused (edible),Each,135489.51,4161,135489.51,0,0,4161,04/08/2024
5927,7/23/2020,Infused Pre-Rolls,Grams,4107.87,0,0,199,4107.87,199,04/08/2024
5927,7/23/2020,Concentrate (Each),Each,73523.38,1710,73523.38,0,0,1710,04/08/2024
5927,7/23/2020,Vape Product,Each,138435.44,2729,138435.44,0,0,2729,04/08/2024
5927,7/23/2020,Infused (non-edible),Each,9286.3,345,9286.3,0,0,345,04/08/2024
5938,7/24/2020,Vape Product,Each,158747.44,3216,158747.44,0,0,3216,04/08/2024
5938,7/24/2020,Buds,Grams,527400.23,0,0,48989.81,527400.23,48989.81,04/08/2024
5938,7/24/2020,Concentrate (Each),Each,76980.29,1818,76980.29,0,0,1818,04/08/2024
5938,7/24/2020,Kief,Grams,1406.71,0,0,54,1406.71,54,04/08/2024
5938,7/24/2020,Concentrate,Grams,17261.15,0,0,327.82,17261.15,327.82,04/08/2024
5938,7/24/2020,Infused Pre-Rolls,Grams,6757.05,0,0,325,6757.05,325,04/08/2024
5938,7/24/2020,Shake/Trim,Grams,348.18,0,0,19,348.18,19,04/08/2024
5938,7/24/2020,Infused (edible),Each,142674.23,4491,142674.23,0,0,4491,04/08/2024
5938,7/24/2020,Infused (non-edible),Each,9039.48,334,9039.48,0,0,334,04/08/2024
5938,7/24/2020,Shake/Trim (by strain),Grams,1558.07,0,0,175,1558.07,175,04/08/2024
5938,7/24/2020,Raw Pre-Rolls,Grams,105409.89,0,0,8987.01,105409.89,8987.01,04/08/2024
5949,7/25/2020,Kief,Grams,1501.7,0,0,64,1501.7,64,04/08/2024
5949,7/25/2020,Raw Pre-Rolls,Grams,85524.75,0,0,7348.76,85524.75,7348.76,04/08/2024
5949,7/25/2020,Concentrate,Grams,12331.21,0,0,234.81,12331.21,234.81,04/08/2024
5949,7/25/2020,Shake/Trim,Grams,273.87,0,0,9,273.87,9,04/08/2024
5949,7/25/2020,Shake/Trim (by strain),Grams,915.7,0,0,93,915.7,93,04/08/2024
5949,7/25/2020,Infused (edible),Each,117302.5,3846,117302.5,0,0,3846,04/08/2024
5949,7/25/2020,Buds,Grams,416877.88,0,0,38237.29,416877.88,38237.29,04/08/2024
5949,7/25/2020,Vape Product,Each,128902.46,2538,128902.46,0,0,2538,04/08/2024
5949,7/25/2020,Concentrate (Each),Each,65208.52,1453,65208.52,0,0,1453,04/08/2024
5949,7/25/2020,Infused (non-edible),Each,8226.68,296,8226.68,0,0,296,04/08/2024
5949,7/25/2020,Infused Pre-Rolls,Grams,3130.15,0,0,148.25,3130.15,148.25,04/08/2024
5960,7/26/2020,Infused Pre-Rolls,Grams,3334.95,0,0,151.25,3334.95,151.25,04/08/2024
5960,7/26/2020,Shake/Trim,Grams,75.54,0,0,5,75.54,5,04/08/2024
5960,7/26/2020,Kief,Grams,525.81,0,0,21,525.81,21,04/08/2024
5960,7/26/2020,Raw Pre-Rolls,Grams,59268.61,0,0,5145.04,59268.61,5145.04,04/08/2024
5960,7/26/2020,Concentrate (Each),Each,51262.69,1227,51262.69,0,0,1227,04/08/2024
5960,7/26/2020,Infused (non-edible),Each,4664.9,166,4664.9,0,0,166,04/08/2024
5960,7/26/2020,Buds,Grams,312406.29,0,0,29018.75,312406.29,29018.75,04/08/2024
5960,7/26/2020,Vape Product,Each,87832.77,1801,87832.77,0,0,1801,04/08/2024
5960,7/26/2020,Concentrate,Grams,10043.21,0,0,201.5,10043.21,201.5,04/08/2024
5960,7/26/2020,Shake/Trim (by strain),Grams,1258.5,0,0,132,1258.5,132,04/08/2024
5960,7/26/2020,Infused (edible),Each,73740.79,2415,73740.79,0,0,2415,04/08/2024
5971,7/27/2020,Kief,Grams,744.34,0,0,32,744.34,32,04/08/2024
5971,7/27/2020,Shake/Trim,Grams,89.19,0,0,10,89.19,10,04/08/2024
5971,7/27/2020,Buds,Grams,349970.56,0,0,32141.73,349970.56,32141.73,04/08/2024
5971,7/27/2020,Concentrate (Each),Each,53243.19,1221,53243.19,0,0,1221,04/08/2024
5971,7/27/2020,Vape Product,Each,108503.1,2166,108503.1,0,0,2166,04/08/2024
5971,7/27/2020,Infused (edible),Each,88281.72,2858,88281.72,0,0,2858,04/08/2024
5971,7/27/2020,Concentrate,Grams,12184.93,0,0,224.32,12184.93,224.32,04/08/2024
5971,7/27/2020,Shake/Trim (by strain),Grams,1073.02,0,0,110,1073.02,110,04/08/2024
5971,7/27/2020,Infused (non-edible),Each,6010.62,220,6010.62,0,0,220,04/08/2024
5971,7/27/2020,Infused Pre-Rolls,Grams,2799.35,0,0,125.25,2799.35,125.25,04/08/2024
5971,7/27/2020,Raw Pre-Rolls,Grams,63691.05,0,0,5476.61,63691.05,5476.61,04/08/2024
5982,7/28/2020,Infused Pre-Rolls,Grams,3228.82,0,0,146.5,3228.82,146.5,04/08/2024
5982,7/28/2020,Infused (non-edible),Each,5806.98,194,5806.98,0,0,194,04/08/2024
5982,7/28/2020,Concentrate,Grams,15148.27,0,0,281.5,15148.27,281.5,04/08/2024
5982,7/28/2020,Shake/Trim (by strain),Grams,1162.64,0,0,122,1162.64,122,04/08/2024
5982,7/28/2020,Concentrate (Each),Each,66341.52,1476,66341.52,0,0,1476,04/08/2024
5982,7/28/2020,Kief,Grams,882.11,0,0,36,882.11,36,04/08/2024
5982,7/28/2020,Vape Product,Each,130768.85,2697,130768.85,0,0,2697,04/08/2024
5982,7/28/2020,Raw Pre-Rolls,Grams,76122.34,0,0,6566.79,76122.34,6566.79,04/08/2024
5982,7/28/2020,Shake/Trim,Grams,250.93,0,0,25,250.93,25,04/08/2024
5982,7/28/2020,Infused (edible),Each,121343.66,3776,121343.66,0,0,3776,04/08/2024
5982,7/28/2020,Buds,Grams,384223.85,0,0,34779.31,384223.85,34779.31,04/08/2024
5993,7/29/2020,Infused (edible),Each,112345.49,3725,112345.49,0,0,3725,04/08/2024
5993,7/29/2020,Concentrate,Grams,10564.15,0,0,196,10564.15,196,04/08/2024
5993,7/29/2020,Infused (non-edible),Each,5441.35,198,5441.35,0,0,198,04/08/2024
5993,7/29/2020,Shake/Trim,Grams,339.11,0,0,32,339.11,32,04/08/2024
5993,7/29/2020,Raw Pre-Rolls,Grams,92309.04,0,0,8169.87,92309.04,8169.87,04/08/2024
5993,7/29/2020,Buds,Grams,389943.54,0,0,35354.72,389943.54,35354.72,04/08/2024
5993,7/29/2020,Concentrate (Each),Each,68960.52,1575,68960.52,0,0,1575,04/08/2024
5993,7/29/2020,Kief,Grams,2377.77,0,0,98,2377.77,98,04/08/2024
5993,7/29/2020,Infused Pre-Rolls,Grams,3857.96,0,0,172,3857.96,172,04/08/2024
5993,7/29/2020,Vape Product,Each,125127.15,2519,125127.15,0,0,2519,04/08/2024
5993,7/29/2020,Shake/Trim (by strain),Grams,1426.93,0,0,147,1426.93,147,04/08/2024
6004,7/30/2020,Concentrate,Grams,15604.73,0,0,304.75,15604.73,304.75,04/08/2024
6004,7/30/2020,Infused (non-edible),Each,6587.22,235,6587.22,0,0,235,04/08/2024
6004,7/30/2020,Concentrate (Each),Each,67243.75,1558,67243.75,0,0,1558,04/08/2024
6004,7/30/2020,Raw Pre-Rolls,Grams,86388.02,0,0,7244.35,86388.02,7244.35,04/08/2024
6004,7/30/2020,Buds,Grams,431143.46,0,0,39887.46,431143.46,39887.46,04/08/2024
6004,7/30/2020,Kief,Grams,1792.51,0,0,73,1792.51,73,04/08/2024
6004,7/30/2020,Infused (edible),Each,139566.92,4528,139566.92,0,0,4528,04/08/2024
6004,7/30/2020,Shake/Trim (by strain),Grams,1056.43,0,0,115,1056.43,115,04/08/2024
6004,7/30/2020,Shake/Trim,Grams,252.29,0,0,29,252.29,29,04/08/2024
6004,7/30/2020,Vape Product,Each,137349.01,2729,137349.01,0,0,2729,04/08/2024
6004,7/30/2020,Infused Pre-Rolls,Grams,3218.56,0,0,136,3218.56,136,04/08/2024
6015,7/31/2020,Vape Product,Each,180407.01,3727,180407.01,0,0,3727,04/08/2024
6015,7/31/2020,Concentrate (Each),Each,91378.09,2097,91378.09,0,0,2097,04/08/2024
6015,7/31/2020,Raw Pre-Rolls,Grams,107466.4,0,0,8998.06,107466.4,8998.06,04/08/2024
6015,7/31/2020,Concentrate,Grams,16125.31,0,0,298.25,16125.31,298.25,04/08/2024
6015,7/31/2020,Kief,Grams,1998.14,0,0,87,1998.14,87,04/08/2024
6015,7/31/2020,Infused Pre-Rolls,Grams,5216.08,0,0,239.25,5216.08,239.25,04/08/2024
6015,7/31/2020,Infused (edible),Each,145058.09,4615,145058.09,0,0,4615,04/08/2024
6015,7/31/2020,Shake/Trim (by strain),Grams,2248.14,0,0,190,2248.14,190,04/08/2024
6015,7/31/2020,Shake/Trim,Grams,1067.93,0,0,114,1067.93,114,04/08/2024
6015,7/31/2020,Infused (non-edible),Each,7963.97,273,7963.97,0,0,273,04/08/2024
6015,7/31/2020,Buds,Grams,561936.7,0,0,52187.54,561936.7,52187.54,04/08/2024
6026,8/1/2020,Kief,Grams,2224.15,0,0,88,2224.15,88,04/08/2024
6026,8/1/2020,Shake/Trim (by strain),Grams,2190.15,0,0,182,2190.15,182,04/08/2024
6026,8/1/2020,Infused Pre-Rolls,Grams,3702.3,0,0,175.25,3702.3,175.25,04/08/2024
6026,8/1/2020,Concentrate,Grams,13540.14,0,0,247.5,13540.14,247.5,04/08/2024
6026,8/1/2020,Infused (edible),Each,117371.56,3759,117371.56,0,0,3759,04/08/2024
6026,8/1/2020,Raw Pre-Rolls,Grams,88419.42,0,0,7673.82,88419.42,7673.82,04/08/2024
6026,8/1/2020,Buds,Grams,414657.52,0,0,38736.08,414657.52,38736.08,04/08/2024
6026,8/1/2020,Infused (non-edible),Each,5872.55,197,5872.55,0,0,197,04/08/2024
6026,8/1/2020,Vape Product,Each,142364.83,2915,142364.83,0,0,2915,04/08/2024
6026,8/1/2020,Concentrate (Each),Each,74275.51,1856,74275.51,0,0,1856,04/08/2024
6026,8/1/2020,Shake/Trim,Grams,488.03,0,0,47,488.03,47,04/08/2024
6037,8/2/2020,Infused (non-edible),Each,4641.64,169,4641.64,0,0,169,04/08/2024
6037,8/2/2020,Concentrate (Each),Each,48821.71,1243,48821.71,0,0,1243,04/08/2024
6037,8/2/2020,Buds,Grams,322311.62,0,0,29929.85,322311.62,29929.85,04/08/2024
6037,8/2/2020,Shake/Trim (by strain),Grams,1757.24,0,0,164,1757.24,164,04/08/2024
6037,8/2/2020,Raw Pre-Rolls,Grams,59742.16,0,0,5064.33,59742.16,5064.33,04/08/2024
6037,8/2/2020,Vape Product,Each,93909.89,1975,93909.89,0,0,1975,04/08/2024
6037,8/2/2020,Infused (edible),Each,78683.21,2488,78683.21,0,0,2488,04/08/2024
6037,8/2/2020,Infused Pre-Rolls,Grams,3981.85,0,0,184.25,3981.85,184.25,04/08/2024
6037,8/2/2020,Kief,Grams,974.49,0,0,41,974.49,41,04/08/2024
6037,8/2/2020,Shake/Trim,Grams,213.98,0,0,21,213.98,21,04/08/2024
6037,8/2/2020,Concentrate,Grams,5483.06,0,0,102.5,5483.06,102.5,04/08/2024
6048,8/3/2020,Concentrate,Grams,9773.12,0,0,178,9773.12,178,04/08/2024
6048,8/3/2020,Raw Pre-Rolls,Grams,64125.65,0,0,5399.27,64125.65,5399.27,04/08/2024
6048,8/3/2020,Kief,Grams,928.09,0,0,39,928.09,39,04/08/2024
6048,8/3/2020,Shake/Trim,Grams,410.57,0,0,40,410.57,40,04/08/2024
6048,8/3/2020,Infused Pre-Rolls,Grams,4298.81,0,0,206.6,4298.81,206.6,04/08/2024
6048,8/3/2020,Shake/Trim (by strain),Grams,2475.84,0,0,223,2475.84,223,04/08/2024
6048,8/3/2020,Buds,Grams,392460.5,0,0,36379.58,392460.5,36379.58,04/08/2024
6048,8/3/2020,Vape Product,Each,120410.96,2735,120410.96,0,0,2735,04/08/2024
6048,8/3/2020,Concentrate (Each),Each,58241.58,1440,58241.58,0,0,1440,04/08/2024
6048,8/3/2020,Infused (non-edible),Each,5226.74,197,5226.74,0,0,197,04/08/2024
6048,8/3/2020,Infused (edible),Each,96786.74,3203,96786.74,0,0,3203,04/08/2024
6059,8/4/2020,Shake/Trim,Grams,367.19,0,0,40,367.19,40,04/08/2024
6059,8/4/2020,Buds,Grams,387229.35,0,0,35368.55,387229.35,35368.55,04/08/2024
6059,8/4/2020,Concentrate (Each),Each,60443.96,1472,60443.96,0,0,1472,04/08/2024
6059,8/4/2020,Infused Pre-Rolls,Grams,5562.09,0,0,317.75,5562.09,317.75,04/08/2024
6059,8/4/2020,Shake/Trim (by strain),Grams,1578.41,0,0,161,1578.41,161,04/08/2024
6059,8/4/2020,Concentrate,Grams,11857.63,0,0,207,11857.63,207,04/08/2024
6059,8/4/2020,Kief,Grams,950.69,0,0,39,950.69,39,04/08/2024
