RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
5486,6/13/2020,Infused (edible),Each,125271.69,5228,125271.69,0,0,5228,04/08/2024
5497,6/14/2020,Shake/Trim (by strain),Grams,3276.25,0,0,283,3276.25,283,04/08/2024
5497,6/14/2020,Shake/Trim,Grams,17.06,0,0,2,17.06,2,04/08/2024
5497,6/14/2020,Buds,Grams,309374.39,0,0,29008.85,309374.39,29008.85,04/08/2024
5497,6/14/2020,Raw Pre-Rolls,Grams,55453.44,0,0,4798.28,55453.44,4798.28,04/08/2024
5497,6/14/2020,Infused (edible),Each,77657.48,3037,77657.48,0,0,3037,04/08/2024
5497,6/14/2020,Vape Product,Each,86655.51,1790,86655.51,0,0,1790,04/08/2024
5497,6/14/2020,Concentrate,Grams,9545.47,0,0,188.5,9545.47,188.5,04/08/2024
5497,6/14/2020,Kief,Grams,917.84,0,0,42.5,917.84,42.5,04/08/2024
5497,6/14/2020,Infused Pre-Rolls,Grams,4446.05,0,0,195.75,4446.05,195.75,04/08/2024
5497,6/14/2020,Infused (non-edible),Each,5756.73,195,5756.73,0,0,195,04/08/2024
5497,6/14/2020,Concentrate (Each),Each,49602.19,1152,49602.19,0,0,1152,04/08/2024
5508,6/15/2020,Shake/Trim (by strain),Grams,1798.24,0,0,144,1798.24,144,04/08/2024
5508,6/15/2020,Raw Pre-Rolls,Grams,69287.32,0,0,5955.5,69287.32,5955.5,04/08/2024
5508,6/15/2020,Buds,Grams,370242.7,0,0,33913.05,370242.7,33913.05,04/08/2024
5508,6/15/2020,Concentrate (Each),Each,54490.33,1281,54490.33,0,0,1281,04/08/2024
5508,6/15/2020,Kief,Grams,1200.63,0,0,62,1200.63,62,04/08/2024
5508,6/15/2020,Shake/Trim,Grams,4.25,0,0,1,4.25,1,04/08/2024
5508,6/15/2020,Infused Pre-Rolls,Grams,2782.18,0,0,125.75,2782.18,125.75,04/08/2024
5508,6/15/2020,Infused (edible),Each,103680.29,3829,103680.29,0,0,3829,04/08/2024
5508,6/15/2020,Concentrate,Grams,10599.23,0,0,196,10599.23,196,04/08/2024
5508,6/15/2020,Vape Product,Each,101772.99,2044,101772.99,0,0,2044,04/08/2024
5508,6/15/2020,Infused (non-edible),Each,5694.74,186,5694.74,0,0,186,04/08/2024
5519,6/16/2020,Kief,Grams,903.33,0,0,48.5,903.33,48.5,04/08/2024
5519,6/16/2020,Vape Product,Each,122328.15,2536,122328.15,0,0,2536,04/08/2024
5519,6/16/2020,Shake/Trim,Grams,33,0,0,4,33,4,04/08/2024
5519,6/16/2020,Infused Pre-Rolls,Grams,4277.76,0,0,202.1,4277.76,202.1,04/08/2024
5519,6/16/2020,Concentrate,Grams,10394.04,0,0,199.25,10394.04,199.25,04/08/2024
5519,6/16/2020,Raw Pre-Rolls,Grams,84038.35,0,0,7412.63,84038.35,7412.63,04/08/2024
5519,6/16/2020,Buds,Grams,381665.18,0,0,35002.8,381665.18,35002.8,04/08/2024
5519,6/16/2020,Infused (non-edible),Each,6280.86,202,6280.86,0,0,202,04/08/2024
5519,6/16/2020,Concentrate (Each),Each,64699.6,1502,64699.6,0,0,1502,04/08/2024
5519,6/16/2020,Shake/Trim (by strain),Grams,1925.63,0,0,186,1925.63,186,04/08/2024
5519,6/16/2020,Infused (edible),Each,113492.08,4332,113492.08,0,0,4332,04/08/2024
5530,6/17/2020,Infused (edible),Each,112514.85,4143,112514.85,0,0,4143,04/08/2024
5530,6/17/2020,Concentrate,Grams,11374.17,0,0,214.5,11374.17,214.5,04/08/2024
5530,6/17/2020,Shake/Trim,Grams,92.18,0,0,12,92.18,12,04/08/2024
5530,6/17/2020,Vape Product,Each,118501.88,2355,118501.88,0,0,2355,04/08/2024
5530,6/17/2020,Infused Pre-Rolls,Grams,4147.61,0,0,193.8,4147.61,193.8,04/08/2024
5530,6/17/2020,Kief,Grams,1234.49,0,0,65.5,1234.49,65.5,04/08/2024
5530,6/17/2020,Buds,Grams,396735.1,0,0,36124.6,396735.1,36124.6,04/08/2024
5530,6/17/2020,Raw Pre-Rolls,Grams,86681,0,0,7680.84,86681,7680.84,04/08/2024
5530,6/17/2020,Infused (non-edible),Each,7403.78,257,7403.78,0,0,257,04/08/2024
5530,6/17/2020,Concentrate (Each),Each,70762.92,1606,70762.92,0,0,1606,04/08/2024
5530,6/17/2020,Shake/Trim (by strain),Grams,2948.34,0,0,353,2948.34,353,04/08/2024
5541,6/18/2020,Raw Pre-Rolls,Grams,82611.71,0,0,7134.77,82611.71,7134.77,04/08/2024
5541,6/18/2020,Buds,Grams,393834.37,0,0,35559.95,393834.37,35559.95,04/08/2024
5541,6/18/2020,Vape Product,Each,136440.68,2741,136440.68,0,0,2741,04/08/2024
5541,6/18/2020,Shake/Trim,Grams,87.01,0,0,10,87.01,10,04/08/2024
5541,6/18/2020,Shake/Trim (by strain),Grams,3897.16,0,0,479,3897.16,479,04/08/2024
5541,6/18/2020,Infused Pre-Rolls,Grams,6271.55,0,0,292.85,6271.55,292.85,04/08/2024
5541,6/18/2020,Concentrate (Each),Each,73060.28,1675,73060.28,0,0,1675,04/08/2024
5541,6/18/2020,Concentrate,Grams,13534.34,0,0,274,13534.34,274,04/08/2024
5541,6/18/2020,Infused (non-edible),Each,8089.27,276,8089.27,0,0,276,04/08/2024
5541,6/18/2020,Kief,Grams,645.13,0,0,33.5,645.13,33.5,04/08/2024
5541,6/18/2020,Infused (edible),Each,135746.18,5208,135746.18,0,0,5208,04/08/2024
5552,6/19/2020,Kief,Grams,858.09,0,0,42.5,858.09,42.5,04/08/2024
5552,6/19/2020,Shake/Trim,Grams,207.23,0,0,24,207.23,24,04/08/2024
5552,6/19/2020,Concentrate (Each),Each,77950.32,1745,77950.32,0,0,1745,04/08/2024
5552,6/19/2020,Raw Pre-Rolls,Grams,95405.59,0,0,8240.17,95405.59,8240.17,04/08/2024
5552,6/19/2020,Concentrate,Grams,16696.59,0,0,327.5,16696.59,327.5,04/08/2024
5552,6/19/2020,Infused (edible),Each,141862.11,4827,141862.11,0,0,4827,04/08/2024
5552,6/19/2020,Infused (non-edible),Each,9604.4,344,9604.4,0,0,344,04/08/2024
5552,6/19/2020,Vape Product,Each,143000.9,2844,143000.9,0,0,2844,04/08/2024
5552,6/19/2020,Shake/Trim (by strain),Grams,3096.35,0,0,359,3096.35,359,04/08/2024
5552,6/19/2020,Buds,Grams,496358.87,0,0,46474.5,496358.87,46474.5,04/08/2024
5552,6/19/2020,Infused Pre-Rolls,Grams,5051.67,0,0,245,5051.67,245,04/08/2024
5563,6/20/2020,Concentrate,Grams,15396.61,0,0,307,15396.61,307,04/08/2024
5563,6/20/2020,Kief,Grams,1148.99,0,0,62.5,1148.99,62.5,04/08/2024
5563,6/20/2020,Vape Product,Each,120226.02,2383,120226.02,0,0,2383,04/08/2024
5563,6/20/2020,Infused (edible),Each,122391.88,4088,122391.88,0,0,4088,04/08/2024
5563,6/20/2020,Shake/Trim,Grams,19.46,0,0,3,19.46,3,04/08/2024
5563,6/20/2020,Buds,Grams,403429.17,0,0,36703.2,403429.17,36703.2,04/08/2024
5563,6/20/2020,Raw Pre-Rolls,Grams,85709.1,0,0,7453.55,85709.1,7453.55,04/08/2024
5563,6/20/2020,Infused Pre-Rolls,Grams,4503.98,0,0,213.05,4503.98,213.05,04/08/2024
5563,6/20/2020,Infused (non-edible),Each,7596.32,290,7596.32,0,0,290,04/08/2024
5563,6/20/2020,Concentrate (Each),Each,66674.05,1604,66674.05,0,0,1604,04/08/2024
5563,6/20/2020,Shake/Trim (by strain),Grams,3943.49,0,0,449,3943.49,449,04/08/2024
5574,6/21/2020,Kief,Grams,820.51,0,0,40,820.51,40,04/08/2024
5574,6/21/2020,Vape Product,Each,79011.79,1556,79011.79,0,0,1556,04/08/2024
5574,6/21/2020,Shake/Trim (by strain),Grams,3227.71,0,0,342,3227.71,342,04/08/2024
5574,6/21/2020,Shake/Trim,Grams,46.27,0,0,7,46.27,7,04/08/2024
5574,6/21/2020,Infused Pre-Rolls,Grams,4278.06,0,0,187,4278.06,187,04/08/2024
5574,6/21/2020,Infused (edible),Each,72344.76,2541,72344.76,0,0,2541,04/08/2024
5574,6/21/2020,Infused (non-edible),Each,2980.73,101,2980.73,0,0,101,04/08/2024
5574,6/21/2020,Raw Pre-Rolls,Grams,54456.77,0,0,4928.96,54456.77,4928.96,04/08/2024
5574,6/21/2020,Buds,Grams,292105.76,0,0,26810.7,292105.76,26810.7,04/08/2024
5574,6/21/2020,Concentrate,Grams,10064.81,0,0,204,10064.81,204,04/08/2024
5574,6/21/2020,Concentrate (Each),Each,45005.4,1063,45005.4,0,0,1063,04/08/2024
5585,6/22/2020,Shake/Trim,Grams,64.67,0,0,9,64.67,9,04/08/2024
5585,6/22/2020,Infused (edible),Each,93487.24,3179,93487.24,0,0,3179,04/08/2024
5585,6/22/2020,Buds,Grams,352175.94,0,0,31984.75,352175.94,31984.75,04/08/2024
5585,6/22/2020,Shake/Trim (by strain),Grams,3340.49,0,0,444,3340.49,444,04/08/2024
5585,6/22/2020,Concentrate,Grams,11826.45,0,0,229,11826.45,229,04/08/2024
5585,6/22/2020,Infused Pre-Rolls,Grams,2955.17,0,0,130.35,2955.17,130.35,04/08/2024
5585,6/22/2020,Raw Pre-Rolls,Grams,64843.67,0,0,5743.51,64843.67,5743.51,04/08/2024
5585,6/22/2020,Kief,Grams,786.87,0,0,40,786.87,40,04/08/2024
5585,6/22/2020,Infused (non-edible),Each,5407.86,188,5407.86,0,0,188,04/08/2024
5585,6/22/2020,Vape Product,Each,100658.09,2017,100658.09,0,0,2017,04/08/2024
5585,6/22/2020,Concentrate (Each),Each,55371.76,1282,55371.76,0,0,1282,04/08/2024
5596,6/23/2020,Concentrate (Each),Each,62743.15,1470,62743.15,0,0,1470,04/08/2024
5596,6/23/2020,Shake/Trim (by strain),Grams,3478.01,0,0,406,3478.01,406,04/08/2024
5596,6/23/2020,Infused (non-edible),Each,5522.47,171,5522.47,0,0,171,04/08/2024
5596,6/23/2020,Vape Product,Each,131392.39,2775,131392.39,0,0,2775,04/08/2024
5596,6/23/2020,Infused Pre-Rolls,Grams,3778.38,0,0,179.3,3778.38,179.3,04/08/2024
5596,6/23/2020,Buds,Grams,387390.68,0,0,34578.3,387390.68,34578.3,04/08/2024
5596,6/23/2020,Concentrate,Grams,10143.68,0,0,188,10143.68,188,04/08/2024
5596,6/23/2020,Shake/Trim,Grams,193.28,0,0,25,193.28,25,04/08/2024
5596,6/23/2020,Kief,Grams,843.11,0,0,49.5,843.11,49.5,04/08/2024
5596,6/23/2020,Raw Pre-Rolls,Grams,73802.45,0,0,6688.16,73802.45,6688.16,04/08/2024
5596,6/23/2020,Infused (edible),Each,119820.58,4175,119820.58,0,0,4175,04/08/2024
5607,6/24/2020,Shake/Trim (by strain),Grams,3954.65,0,0,541,3954.65,541,04/08/2024
5607,6/24/2020,Infused (edible),Each,115848.6,4296,115848.6,0,0,4296,04/08/2024
5607,6/24/2020,Kief,Grams,1250.64,0,0,69.5,1250.64,69.5,04/08/2024
5607,6/24/2020,Concentrate (Each),Each,69437.38,1638,69437.38,0,0,1638,04/08/2024
5607,6/24/2020,Vape Product,Each,126429.92,2556,126429.92,0,0,2556,04/08/2024
5607,6/24/2020,Concentrate,Grams,13631.65,0,0,265,13631.65,265,04/08/2024
5607,6/24/2020,Shake/Trim,Grams,24.16,0,0,4,24.16,4,04/08/2024
5607,6/24/2020,Infused Pre-Rolls,Grams,3668.87,0,0,175.3,3668.87,175.3,04/08/2024
5607,6/24/2020,Raw Pre-Rolls,Grams,77801.5,0,0,6977.57,77801.5,6977.57,04/08/2024
5607,6/24/2020,Infused (non-edible),Each,6026.38,230,6026.38,0,0,230,04/08/2024
5607,6/24/2020,Buds,Grams,439860.34,0,0,39088.15,439860.34,39088.15,04/08/2024
5618,6/25/2020,Buds,Grams,411633.17,0,0,37127.1,411633.17,37127.1,04/08/2024
5618,6/25/2020,Shake/Trim,Grams,70.19,0,0,10,70.19,10,04/08/2024
5618,6/25/2020,Raw Pre-Rolls,Grams,77386.28,0,0,6838.51,77386.28,6838.51,04/08/2024
5618,6/25/2020,Shake/Trim (by strain),Grams,3025.22,0,0,374,3025.22,374,04/08/2024
5618,6/25/2020,Concentrate,Grams,12265.01,0,0,248.5,12265.01,248.5,04/08/2024
5618,6/25/2020,Infused Pre-Rolls,Grams,4485.12,0,0,213.1,4485.12,213.1,04/08/2024
5618,6/25/2020,Concentrate (Each),Each,67551.79,1633,67551.79,0,0,1633,04/08/2024
5618,6/25/2020,Infused (non-edible),Each,4874.34,187,4874.34,0,0,187,04/08/2024
5618,6/25/2020,Infused (edible),Each,121949.6,4512,121949.6,0,0,4512,04/08/2024
5618,6/25/2020,Vape Product,Each,141910.86,2870,141910.86,0,0,2870,04/08/2024
5618,6/25/2020,Kief,Grams,1422.78,0,0,72,1422.78,72,04/08/2024
5629,6/26/2020,Concentrate (Each),Each,81586.42,1903,81586.42,0,0,1903,04/08/2024
5629,6/26/2020,Infused (edible),Each,152136.96,4961,152136.96,0,0,4961,04/08/2024
5629,6/26/2020,Buds,Grams,531020.69,0,0,48698.5,531020.69,48698.5,04/08/2024
5629,6/26/2020,Concentrate,Grams,14769.49,0,0,289.5,14769.49,289.5,04/08/2024
5629,6/26/2020,Raw Pre-Rolls,Grams,96454.75,0,0,8562.51,96454.75,8562.51,04/08/2024
5629,6/26/2020,Infused (non-edible),Each,8543.1,287,8543.1,0,0,287,04/08/2024
5629,6/26/2020,Vape Product,Each,147769.07,3072,147769.07,0,0,3072,04/08/2024
5629,6/26/2020,Shake/Trim (by strain),Grams,4370.89,0,0,536,4370.89,536,04/08/2024
5629,6/26/2020,Shake/Trim,Grams,75.85,0,0,11,75.85,11,04/08/2024
5629,6/26/2020,Infused Pre-Rolls,Grams,5135.06,0,0,298.45,5135.06,298.45,04/08/2024
5629,6/26/2020,Kief,Grams,1693.24,0,0,84.28,1693.24,84.28,04/08/2024
5640,6/27/2020,Shake/Trim (by strain),Grams,2697.72,0,0,350,2697.72,350,04/08/2024
5640,6/27/2020,Concentrate (Each),Each,72130.19,1655,72130.19,0,0,1655,04/08/2024
5640,6/27/2020,Infused (non-edible),Each,7546.8,231,7546.8,0,0,231,04/08/2024
5640,6/27/2020,Infused (edible),Each,119328,4055,119328,0,0,4055,04/08/2024
5640,6/27/2020,Vape Product,Each,139440.27,2860,139440.27,0,0,2860,04/08/2024
5640,6/27/2020,Buds,Grams,418830.37,0,0,38400,418830.37,38400,04/08/2024
5640,6/27/2020,Kief,Grams,1220.89,0,0,55.35,1220.89,55.35,04/08/2024
5640,6/27/2020,Infused Pre-Rolls,Grams,4345.71,0,0,228.5,4345.71,228.5,04/08/2024
5640,6/27/2020,Shake/Trim,Grams,10,0,0,1,10,1,04/08/2024
5640,6/27/2020,Concentrate,Grams,11938.23,0,0,235,11938.23,235,04/08/2024
5640,6/27/2020,Raw Pre-Rolls,Grams,85442.15,0,0,7615.38,85442.15,7615.38,04/08/2024
5651,6/28/2020,Kief,Grams,891.42,0,0,44,891.42,44,04/08/2024
5651,6/28/2020,Vape Product,Each,84542.69,1741,84542.69,0,0,1741,04/08/2024
5651,6/28/2020,Infused Pre-Rolls,Grams,4259.07,0,0,195.75,4259.07,195.75,04/08/2024
5651,6/28/2020,Shake/Trim,Grams,72.93,0,0,8,72.93,8,04/08/2024
5651,6/28/2020,Infused (non-edible),Each,3656.44,140,3656.44,0,0,140,04/08/2024
5651,6/28/2020,Infused (edible),Each,77268.31,2546,77268.31,0,0,2546,04/08/2024
5651,6/28/2020,Concentrate (Each),Each,46130.41,1092,46130.41,0,0,1092,04/08/2024
5651,6/28/2020,Concentrate,Grams,9397.25,0,0,176.25,9397.25,176.25,04/08/2024
5651,6/28/2020,Buds,Grams,316865.77,0,0,29599.9,316865.77,29599.9,04/08/2024
5651,6/28/2020,Shake/Trim (by strain),Grams,2275.66,0,0,291,2275.66,291,04/08/2024
5651,6/28/2020,Raw Pre-Rolls,Grams,52867.41,0,0,4847,52867.41,4847,04/08/2024
5662,6/29/2020,Kief,Grams,1155.71,0,0,52.07,1155.71,52.07,04/08/2024
5662,6/29/2020,Raw Pre-Rolls,Grams,61740.24,0,0,5487.99,61740.24,5487.99,04/08/2024
5662,6/29/2020,Infused (non-edible),Each,4444.24,201,4444.24,0,0,201,04/08/2024
5662,6/29/2020,Shake/Trim,Grams,140.69,0,0,16,140.69,16,04/08/2024
5662,6/29/2020,Infused Pre-Rolls,Grams,4773.97,0,0,249.4,4773.97,249.4,04/08/2024
5662,6/29/2020,Concentrate (Each),Each,60528.32,1436,60528.32,0,0,1436,04/08/2024
5662,6/29/2020,Vape Product,Each,103721.2,2116,103721.2,0,0,2116,04/08/2024
5662,6/29/2020,Buds,Grams,358096.14,0,0,33161.1,358096.14,33161.1,04/08/2024
5662,6/29/2020,Infused (edible),Each,105165.83,3428,105165.83,0,0,3428,04/08/2024
5662,6/29/2020,Concentrate,Grams,9794.73,0,0,191.5,9794.73,191.5,04/08/2024
5662,6/29/2020,Shake/Trim (by strain),Grams,2586.13,0,0,331,2586.13,331,04/08/2024
5673,6/30/2020,Buds,Grams,403933.37,0,0,36989.85,403933.37,36989.85,04/08/2024
5673,6/30/2020,Raw Pre-Rolls,Grams,79593.84,0,0,7143.73,79593.84,7143.73,04/08/2024
5673,6/30/2020,Shake/Trim,Grams,17.8,0,0,2,17.8,2,04/08/2024
5673,6/30/2020,Infused (non-edible),Each,7005.5,226,7005.5,0,0,226,04/08/2024
5673,6/30/2020,Shake/Trim (by strain),Grams,2935.42,0,0,383.5,2935.42,383.5,04/08/2024
5673,6/30/2020,Concentrate,Grams,11144.86,0,0,211,11144.86,211,04/08/2024
5673,6/30/2020,Infused Pre-Rolls,Grams,5468.08,0,0,266.75,5468.08,266.75,04/08/2024
5673,6/30/2020,Infused (edible),Each,140964.21,4543,140964.21,0,0,4543,04/08/2024
5673,6/30/2020,Concentrate (Each),Each,70950.65,1875,70950.65,0,0,1875,04/08/2024
5673,6/30/2020,Vape Product,Each,138145.2,2926,138145.2,0,0,2926,04/08/2024
5673,6/30/2020,Kief,Grams,1631.63,0,0,82.49,1631.63,82.49,04/08/2024
5684,7/1/2020,Raw Pre-Rolls,Grams,103094.79,0,0,9494.97,103094.79,9494.97,04/08/2024
5684,7/1/2020,Kief,Grams,2017.9,0,0,96.06,2017.9,96.06,04/08/2024
5684,7/1/2020,Shake/Trim,Grams,34.91,0,0,5,34.91,5,04/08/2024
5684,7/1/2020,Infused (non-edible),Each,8091.28,250,8091.28,0,0,250,04/08/2024
5684,7/1/2020,Concentrate (Each),Each,85306.61,2219,85306.61,0,0,2219,04/08/2024
5684,7/1/2020,Vape Product,Each,154885.55,3169,154885.55,0,0,3169,04/08/2024
5684,7/1/2020,Concentrate,Grams,12642.5,0,0,241,12642.5,241,04/08/2024
5684,7/1/2020,Infused Pre-Rolls,Grams,4715.03,0,0,256.7,4715.03,256.7,04/08/2024
5684,7/1/2020,Infused (edible),Each,154524.29,5231,154524.29,0,0,5231,04/08/2024
5684,7/1/2020,Shake/Trim (by strain),Grams,2230.74,0,0,205.5,2230.74,205.5,04/08/2024
5684,7/1/2020,Buds,Grams,474501.13,0,0,44297.07,474501.13,44297.07,04/08/2024
5695,7/2/2020,Vape Product,Each,162392.84,3354,162392.84,0,0,3354,04/08/2024
5695,7/2/2020,Raw Pre-Rolls,Grams,102743.92,0,0,9079.65,102743.92,9079.65,04/08/2024
5695,7/2/2020,Concentrate,Grams,14111.23,0,0,268,14111.23,268,04/08/2024
5695,7/2/2020,Infused (non-edible),Each,8026.48,251,8026.48,0,0,251,04/08/2024
5695,7/2/2020,Concentrate (Each),Each,92303.56,2225,92303.56,0,0,2225,04/08/2024
5695,7/2/2020,Shake/Trim (by strain),Grams,1775.82,0,0,161.5,1775.82,161.5,04/08/2024
5695,7/2/2020,Suppository,Each,33,1,33,0,0,1,04/08/2024
5695,7/2/2020,Kief,Grams,1608.18,0,0,86.56,1608.18,86.56,04/08/2024
5695,7/2/2020,Buds,Grams,512810.3,0,0,47037.03,512810.3,47037.03,04/08/2024
5695,7/2/2020,Shake/Trim,Grams,201.57,0,0,25,201.57,25,04/08/2024
5695,7/2/2020,Infused Pre-Rolls,Grams,4948.06,0,0,245.65,4948.06,245.65,04/08/2024
5695,7/2/2020,Infused (edible),Each,169073.15,5744,169073.15,0,0,5744,04/08/2024
5707,7/3/2020,Infused (edible),Each,175539.83,6050,175539.83,0,0,6050,04/08/2024
5707,7/3/2020,Concentrate,Grams,20175.31,0,0,409,20175.31,409,04/08/2024
5707,7/3/2020,Shake/Trim,Grams,98.8,0,0,11,98.8,11,04/08/2024
5707,7/3/2020,Shake/Trim (by strain),Grams,3778.19,0,0,563,3778.19,563,04/08/2024
5707,7/3/2020,Raw Pre-Rolls,Grams,109175.97,0,0,9493.14,109175.97,9493.14,04/08/2024
5707,7/3/2020,Infused (non-edible),Each,8081.25,242,8081.25,0,0,242,04/08/2024
5707,7/3/2020,Vape Product,Each,169108.45,3597,169108.45,0,0,3601.5,04/08/2024
5707,7/3/2020,Buds,Grams,617279.92,0,0,58350.78,617279.92,58350.78,04/08/2024
5707,7/3/2020,Infused Pre-Rolls,Grams,5479.09,0,0,280.3,5479.09,280.3,04/08/2024
5707,7/3/2020,Concentrate (Each),Each,96046.08,2312,96046.08,0,0,2312,04/08/2024
5707,7/3/2020,Kief,Grams,2244.76,0,0,109.61,2244.76,109.61,04/08/2024
5718,7/4/2020,Buds,Grams,221743.72,0,0,20868.35,221743.72,20868.35,04/08/2024
5718,7/4/2020,Concentrate,Grams,8509.71,0,0,179.5,8509.71,179.5,04/08/2024
5718,7/4/2020,Raw Pre-Rolls,Grams,53430.56,0,0,5096.63,53430.56,5096.63,04/08/2024
5718,7/4/2020,Infused Pre-Rolls,Grams,5623.76,0,0,298.65,5623.76,298.65,04/08/2024
5718,7/4/2020,Kief,Grams,687.23,0,0,32.35,687.23,32.35,04/08/2024
5718,7/4/2020,Infused (edible),Each,74144.85,2611,74144.85,0,0,2611,04/08/2024
5718,7/4/2020,Vape Product,Each,75614.27,1673,75614.27,0,0,1673,04/08/2024
5718,7/4/2020,Infused (non-edible),Each,3977.71,124,3977.71,0,0,124,04/08/2024
5718,7/4/2020,Concentrate (Each),Each,43111.03,1015,43111.03,0,0,1015,04/08/2024
5718,7/4/2020,Shake/Trim,Grams,217.95,0,0,32,217.95,32,04/08/2024
5718,7/4/2020,Shake/Trim (by strain),Grams,2569.3,0,0,373,2569.3,373,04/08/2024
5729,7/5/2020,Concentrate (Each),Each,45369.53,1101,45369.53,0,0,1101,04/08/2024
5729,7/5/2020,Raw Pre-Rolls,Grams,54220.55,0,0,4772.99,54220.55,4772.99,04/08/2024
5729,7/5/2020,Infused (edible),Each,62926.21,2171,62926.21,0,0,2171,04/08/2024
5729,7/5/2020,Infused (non-edible),Each,3343.52,105,3343.52,0,0,105,04/08/2024
5729,7/5/2020,Buds,Grams,290939.95,0,0,27078.87,290939.95,27078.87,04/08/2024
5729,7/5/2020,Shake/Trim (by strain),Grams,3390.09,0,0,481,3390.09,481,04/08/2024
5729,7/5/2020,Concentrate,Grams,10180.69,0,0,217.5,10180.69,217.5,04/08/2024
5729,7/5/2020,Vape Product,Each,76745.06,1661,76745.06,0,0,1661,04/08/2024
5729,7/5/2020,Kief,Grams,1039.55,0,0,55.31,1039.55,55.31,04/08/2024
5729,7/5/2020,Infused Pre-Rolls,Grams,3539.48,0,0,181.25,3539.48,181.25,04/08/2024
5729,7/5/2020,Shake/Trim,Grams,25.74,0,0,3,25.74,3,04/08/2024
5740,7/6/2020,Kief,Grams,939.93,0,0,42.12,939.93,42.12,04/08/2024
5740,7/6/2020,Vape Product,Each,107900.56,2291,107900.56,0,0,2291,04/08/2024
5740,7/6/2020,Concentrate (Each),Each,59467.2,1393,59467.2,0,0,1393,04/08/2024
5740,7/6/2020,Raw Pre-Rolls,Grams,66872.3,0,0,5707.88,66872.3,5707.88,04/08/2024
5740,7/6/2020,Shake/Trim (by strain),Grams,4580.7,0,0,709.57,4580.7,709.57,04/08/2024
5740,7/6/2020,Infused Pre-Rolls,Grams,2728.17,0,0,129.15,2728.17,129.15,04/08/2024
5740,7/6/2020,Infused (edible),Each,98887.39,3247,98887.39,0,0,3247,04/08/2024
5740,7/6/2020,Buds,Grams,359169.69,0,0,33101.05,359169.69,33101.05,04/08/2024
5740,7/6/2020,Shake/Trim,Grams,78.5,0,0,9,78.5,9,04/08/2024
5740,7/6/2020,Infused (non-edible),Each,5120.06,169,5120.06,0,0,169,04/08/2024
5740,7/6/2020,Concentrate,Grams,10516.45,0,0,205,10516.45,205,04/08/2024
5751,7/7/2020,Shake/Trim (by strain),Grams,3602.79,0,0,533,3602.79,533,04/08/2024
5751,7/7/2020,Buds,Grams,379120.21,0,0,34601.35,379120.21,34601.35,04/08/2024
5751,7/7/2020,Raw Pre-Rolls,Grams,74265.57,0,0,6375.27,74265.57,6375.27,04/08/2024
5751,7/7/2020,Infused (non-edible),Each,7098.41,218,7098.41,0,0,218,04/08/2024
5751,7/7/2020,Infused Pre-Rolls,Grams,3169.49,0,0,148.25,3169.49,148.25,04/08/2024
5751,7/7/2020,Infused (edible),Each,114180.7,3755,114180.7,0,0,3755,04/08/2024
5751,7/7/2020,Vape Product,Each,130335.78,2818,130335.78,0,0,2818,04/08/2024
5751,7/7/2020,Shake/Trim,Grams,55.53,0,0,7,55.53,7,04/08/2024
5751,7/7/2020,Kief,Grams,1300.76,0,0,58.54,1300.76,58.54,04/08/2024
5751,7/7/2020,Concentrate,Grams,13269.8,0,0,248,13269.8,248,04/08/2024
5751,7/7/2020,Concentrate (Each),Each,70227.44,1623,70227.44,0,0,1623,04/08/2024
5762,7/8/2020,Buds,Grams,387303.18,0,0,34878.88,387303.18,34878.88,04/08/2024
5762,7/8/2020,Concentrate (Each),Each,71460.53,1677,71460.53,0,0,1677,04/08/2024
5762,7/8/2020,Infused Pre-Rolls,Grams,3271.51,0,0,138.25,3271.51,138.25,04/08/2024
5762,7/8/2020,Infused (non-edible),Each,7006.43,233,7006.43,0,0,233,04/08/2024
5762,7/8/2020,Kief,Grams,1029.6,0,0,47.34,1029.6,47.34,04/08/2024
5762,7/8/2020,Shake/Trim (by strain),Grams,3349.5,0,0,508,3349.5,508,04/08/2024
5762,7/8/2020,Shake/Trim,Grams,7.44,0,0,1,7.44,1,04/08/2024
5762,7/8/2020,Concentrate,Grams,9967.36,0,0,204.5,9967.36,204.5,04/08/2024
5762,7/8/2020,Vape Product,Each,115865.67,2444,115865.67,0,0,2444,04/08/2024
5762,7/8/2020,Raw Pre-Rolls,Grams,78179.7,0,0,6996.4,78179.7,6996.4,04/08/2024
5762,7/8/2020,Infused (edible),Each,100204.44,3280,100204.44,0,0,3280,04/08/2024
5773,7/9/2020,Concentrate,Grams,15216.12,0,0,294.5,15216.12,294.5,04/08/2024
5773,7/9/2020,Infused (edible),Each,123371.1,3888,123371.1,0,0,3888,04/08/2024
5773,7/9/2020,Raw Pre-Rolls,Grams,72756.97,0,0,6133.62,72756.97,6133.62,04/08/2024
5773,7/9/2020,Buds,Grams,414391.48,0,0,38138.3,414391.48,38138.3,04/08/2024
5773,7/9/2020,Shake/Trim (by strain),Grams,5029.07,0,0,1116,5029.07,1116,04/08/2024
5773,7/9/2020,Vape Product,Each,128673.95,2731,128673.95,0,0,2731,04/08/2024
5773,7/9/2020,Shake/Trim,Grams,35.2,0,0,5,35.2,5,04/08/2024
